"Номер заказа";"Номер отправления";"Принят в обработку";"Дата отгрузки";"Дата отгрузки без просрочки";"Статус";"Дата доставки";"Фактическая дата передачи в доставку";"Дата отмены";"Сумма отправления";"Код валюты отправления";"Название товара";"Цвет товара";"Размер товара";"SKU";"Артикул";"Ваша цена";"Код валюты товара";"Оплачено покупателем";"Код валюты покупателя";"Количество";"Стоимость доставки";"Связанные отправления";"Выкуп товара";"Цена товара до скидок";"Скидка %";"Скидка руб";"Акции";"Подъем на этаж"
"68811319-0261";"68811319-0261-1";"2026-03-19 21:09:59";"2026-03-20 09:00:00";"2026-03-23 16:59:00";"Доставлен";"2026-03-30 15:50:19";"2026-03-23 08:47:22";;"5424.00";"RUB";"APSWL04 Парковочный радар 4 датчика, беспроводной ЖК экран (APS-WL-04)";;;"637425781";"APSWL04=ARL";"5424.00";"RUB";"3213.00";"RUB";"1";;;;"6780.00";"20%";"1356.00";"Системная виртуальная скидка селлера Россия (RUB)";
"12928161-0127";"12928161-0127-1";"2026-03-19 22:10:01";"2026-04-18 20:00:00";"2026-04-18 20:00:00";"Ожидает сборки";;;;"23292.00";"RUB";"ATE 13.0470-7328.2 Комплект дисковых тормозных колодок";;;"3116447271";"13047073282=ATE";"23292.00";"RUB";"15278.00";"RUB";"1";"0.00";;;"29115.00";"20%";"5823.00";"Системная виртуальная скидка селлера Россия (RUB)";
"34545121-0606";"34545121-0606-1";"2026-03-19 23:05:27";"2026-03-20 15:00:00";"2026-03-25 17:59:00";"Отменён";;"2026-03-24 10:03:36";"2026-03-30 07:30:06";"541.00";"RUB";"AVS A40562S Фонарь магнитный (алюм.) ALM-3L";"красный";;"862479872";"A40562S=AVS";"541.00";"RUB";"231.33";"RUB";"1";;;;"641.00";"16%";"100.00";"Системная виртуальная скидка селлера Россия (RUB)";
"53085616-0162";"53085616-0162-1";"2026-03-20 00:19:15";"2026-03-20 15:00:00";"2026-03-20 17:59:00";"Доставлен";"2026-03-31 07:28:40";"2026-03-20 07:16:21";;"388.00";"RUB";"Toyota Клипса крепежная 75495-35010 , 10 шт.";;;"599183220";"7549535010=TYT[10]";"388.00";"RUB";"143.54";"RUB";"1";;;;"388.00";"0%";"0.00";;
"0108261496-0105";"0108261496-0105-2";"2026-03-20 03:40:42";"2026-03-20 07:00:00";"2026-03-24 14:59:00";"Доставлен";"2026-03-31 04:22:51";"2026-03-23 06:44:26";;"885.00";"RUB";"Фильтр масляный Filtron OP541";;;"598238213";"OP541=FLR";"885.00";"RUB";"542.86";"RUB";"1";;;;"1106.00";"20%";"221.00";"Системная виртуальная скидка селлера Россия (RUB)";
"24800017-1066";"24800017-1066-1";"2026-03-20 05:38:11";"2026-03-20 09:00:00";"2026-03-23 17:59:00";"Отменён";;;"2026-03-20 12:34:30";"32846.00";"RUB";"Амортизатор 317382 SACHS";;;"2402130955";"317382=SHS";"16423.00";"RUB";"9110.00";"RUB";"2";;;;"21092.00";"22%";"9338.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0124012828-0041";"0124012828-0041-2";"2026-03-20 06:14:21";"2026-03-20 09:00:00";"2026-03-25 17:59:00";"Доставлен";"2026-03-30 16:16:46";"2026-03-23 09:29:19";;"653.00";"RUB";"Салфетка Grass в тубе эконом, 43х32 см IT-0462";"бирюзовый";;"1656277788";"IT0462=GRS";"653.00";"RUB";"388.00";"RUB";"1";;;;"816.00";"20%";"163.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0146286016-0032";"0146286016-0032-1";"2026-03-20 06:14:31";"2026-04-18 20:00:00";"2026-04-18 20:00:00";"Ожидает сборки";;;;"63249.00";"RUB";"Сальник вала CORTECO 01020675B";;;"1385270891";"01020675B=CRT";"2181.00";"RUB";"1570.00";"RUB";"29";"0.00";;;"2726.00";"20%";"15805.00";"Системная виртуальная скидка селлера Россия (RUB)";
"76478216-0100";"76478216-0100-1";"2026-03-20 07:04:52";"2026-03-20 09:00:00";"2026-03-24 17:59:00";"Отменён";;;"2026-03-21 11:09:55";"2376.00";"RUB";"Направляющая ролика, сдвижная дверь Nty EZCRE111 Nty EZCRE111";;;"2940030761";"EZCRE111=NTY";"2376.00";"RUB";"1338.40";"RUB";"1";;;;"2970.00";"20%";"594.00";"Системная виртуальная скидка селлера Россия (RUB)";
"76767753-0199";"76767753-0199-1";"2026-03-20 07:17:59";"2026-03-20 09:00:00";"2026-03-24 17:59:00";"Доставлен";"2026-03-27 15:45:15";"2026-03-23 09:37:38";;"1324.00";"RUB";"Резинка Глушителя Pgt 806 2.0I-2.0Hdi 94- AS200948 ASLYX";;;"2964198437";"AS200948=ASL";"662.00";"RUB";"342.53";"RUB";"2";;;;"828.00";"20%";"332.00";"Системная виртуальная скидка селлера Россия (RUB)";
"90925633-0875";"90925633-0875-1";"2026-03-20 08:49:06";"2026-04-19 20:00:00";"2026-04-19 20:00:00";"Ожидает сборки";;;;"6732.00";"RUB";"Дверной замок с исполнительным элементом 172109 FEBI";;;"1711273977";"172109=FEB";"6732.00";"RUB";"4298.00";"RUB";"1";"0.00";;;"8415.00";"20%";"1683.00";"Системная виртуальная скидка селлера Россия (RUB)";
"04565070-0421";"04565070-0421-1";"2026-03-20 10:29:50";"2026-03-20 15:00:00";"2026-03-24 16:59:00";"Доставлен";"2026-03-24 09:46:18";"2026-03-23 08:55:49";;"15323.00";"RUB";"69400 Радиатор SUZUKI SWIFT III 1.3/1.5 05-";;;"653956546";"69400=NSN";"15323.00";"RUB";"8480.00";"RUB";"1";;;;"19154.00";"20%";"3831.00";"Системная виртуальная скидка селлера Россия (RUB)";
"97110679-0090";"97110679-0090-1";"2026-03-20 11:00:19";"2026-03-20 15:00:00";"2026-03-23 17:59:00";"Доставлен";"2026-03-28 10:56:53";"2026-03-23 09:48:46";;"5113.00";"RUB";"Главный цилиндр сцепления ADT33454 BLUE PRINT";;;"1771785746";"ADT33454=BLP";"5113.00";"RUB";"2976.19";"RUB";"1";;;;"6391.00";"20%";"1278.00";"Системная виртуальная скидка селлера Россия (RUB)";
"23893023-0195";"23893023-0195-1";"2026-03-20 11:11:26";"2026-03-24 20:00:00";"2026-03-24 20:00:00";"Доставлен";"2026-03-29 11:43:47";"2026-03-25 09:41:43";;"2699.00";"RUB";"Подушка Двиг Cit C5/C8/Jumpy/Pgt 406/407/607/806/807/Expert 1.9D/2.0Hdi/2.2Hdi П AS201649 ASLYX";;;"2963849820";"AS201649=ASL";"2699.00";"RUB";"1793.00";"RUB";"1";;;;"3399.00";"21%";"700.00";"Системная виртуальная скидка селлера Россия (RUB)";
"69304442-0044";"69304442-0044-1";"2026-03-20 11:16:39";"2026-03-20 09:00:00";"2026-03-24 17:59:00";"Ожидает в ПВЗ";;"2026-03-25 18:17:22";;"8490.00";"RUB";"R16958 Комплект подшипника ступицы передней Peugeot 107. Citroen C1. Toyota Aygo All 06- (NTN/SNR R16958)";;;"653828718";"R16958=SNR";"8490.00";"RUB";"4781.90";"RUB";"1";;;;"10724.00";"21%";"2234.00";"Системная виртуальная скидка селлера Россия (RUB)";
"68317704-0601";"68317704-0601-2";"2026-03-20 11:29:42";"2026-03-20 09:00:00";"2026-03-24 17:59:00";"Отменён";;;"2026-03-20 12:07:47";"620.00";"RUB";"Колесный болт Сторона установки: передняя ось, задняя ось 18903 FEBI";;;"613745158";"18903=FEB";"620.00";"RUB";"297.63";"RUB";"1";;;;"775.00";"20%";"155.00";"Системная виртуальная скидка селлера Россия (RUB)";
"67368747-0679";"67368747-0679-1";"2026-03-20 11:40:15";"2026-03-20 07:00:00";"2026-03-31 14:59:00";"Доставлен";"2026-03-29 06:29:10";"2026-03-23 09:37:07";;"1719.00";"RUB";"NPLBR126301 Брызговики пер. Chevrolet C-Aveo SD/HB/C-Epica 02- Chevrolet C-Aveo SD/HB/C-Epica 02- (NPLBR12/6301 NORPLAST)";;;"653751120";"NPLBR126301=NPL";"1719.00";"RUB";"1039.01";"RUB";"1";;;;"2171.00";"21%";"452.00";"Системная виртуальная скидка селлера Россия (RUB)";
"83259496-0087";"83259496-0087-1";"2026-03-20 12:30:03";"2026-03-20 07:00:00";"2026-03-31 14:59:00";"Доставлен";"2026-03-27 16:47:07";"2026-03-23 14:25:09";;"4757.00";"RUB";"Монтажный комплект рычага подвески 19244 FEBI";;;"653797923";"19244=FEB";"4757.00";"RUB";"3058.99";"RUB";"1";;;;"5946.00";"20%";"1189.00";"Системная виртуальная скидка селлера Россия (RUB)";
"83259496-0087";"83259496-0087-2";"2026-03-20 12:30:03";"2026-03-20 15:00:00";"2026-03-24 16:59:00";"Доставлен";"2026-03-26 17:02:55";"2026-03-23 08:55:50";;"4757.00";"RUB";"Монтажный комплект рычага подвески 19244 FEBI";;;"653797923";"19244=FEB";"4757.00";"RUB";"3058.99";"RUB";"1";;;;"5946.00";"20%";"1189.00";"Системная виртуальная скидка селлера Россия (RUB)";
"48842149-0284";"48842149-0284-3";"2026-03-20 13:48:43";"2026-03-20 09:00:00";"2026-03-24 17:59:00";"Доставлен";"2026-03-26 18:08:49";"2026-03-23 09:37:33";;"1222.00";"RUB";"Резинка Глушителя Bmw 5(E60) 2.0-3.0D 04- AS203140 ASLYX";;;"2974852342";"AS203140=ASL";"611.00";"RUB";"327.62";"RUB";"2";;;;"764.00";"20%";"306.00";"Системная виртуальная скидка селлера Россия (RUB)";
"82669820-0102";"82669820-0102-2";"2026-03-20 14:00:25";"2026-03-20 15:00:00";"2026-03-23 17:59:00";"Доставлен";"2026-03-30 15:42:46";"2026-03-26 18:21:17";;"457.00";"RUB";"Лампа Bosch T5 W1.2W 12V 2шт 1987301024";;;"596671369";"1987301024=BSH";"457.00";"RUB";"172.38";"RUB";"1";;;;"571.00";"20%";"114.00";"Системная виртуальная скидка селлера Россия (RUB)";
"40268784-1150";"40268784-1150-1";"2026-03-20 15:13:17";"2026-03-20 15:00:00";"2026-03-26 17:59:00";"Отменён";;;"2026-03-20 16:53:57";"390.00";"RUB";"Клипса крепежная Mazda NA01-56-145 , 10 шт.";;;"599183522";"NA0156145=MZD[10]";"390.00";"RUB";"137.83";"RUB";"1";;;;"390.00";"0%";"0.00";;
"64963534-0062";"64963534-0062-1";"2026-03-20 15:24:27";"2026-03-20 09:00:00";"2026-03-24 17:59:00";"Доставлен";"2026-03-30 12:41:38";"2026-03-23 09:37:44";;"266.00";"RUB";"Втулка Генератора (Крепление) Opel AScona/Kadet AS200371 ASLYX";;;"2963700693";"AS200371=ASL";"266.00";"RUB";"205.71";"RUB";"1";;;;"332.00";"20%";"66.00";"Системная виртуальная скидка селлера Россия (RUB)";
"62770883-0731";"62770883-0731-1";"2026-03-20 15:51:09";"2026-04-19 20:00:00";"2026-04-19 20:00:00";"Отменён";;;"2026-03-22 06:31:49";"16885.00";"RUB";"Тормозной суппорт BHS938 TRW";;;"2729553959";"BHS938=TRW";"16885.00";"RUB";"9921.00";"RUB";"1";;;;"21106.00";"20%";"4221.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0123288122-0123";"0123288122-0123-1";"2026-03-20 16:15:50";"2026-04-19 20:00:00";"2026-04-19 20:00:00";"Ожидает сборки";;;;"1198.00";"RUB";"Гайка пер. амортизатора  FEBI 2159";;;"613744564";"02159=FEB";"599.00";"RUB";"438.00";"RUB";"2";"0.00";;;"749.00";"20%";"300.00";"Системная виртуальная скидка селлера Россия (RUB)";
"40268784-1151";"40268784-1151-1";"2026-03-20 16:54:44";"2026-03-20 15:00:00";"2026-03-26 17:59:00";"Отменён";;;"2026-03-21 19:58:55";"390.00";"RUB";"Клипса крепежная Mazda NA01-56-145 , 10 шт.";;;"599183522";"NA0156145=MZD[10]";"390.00";"RUB";"137.83";"RUB";"1";;;;"390.00";"0%";"0.00";;
"37407442-0187";"37407442-0187-1";"2026-03-20 17:33:38";"2026-04-19 20:00:00";"2026-04-19 20:00:00";"Ожидает сборки";;;;"13376.00";"RUB";"Пружина подвески 994357 SACHS";;;"2175682839";"994357=SHS";"13376.00";"RUB";"7878.00";"RUB";"1";"0.00";;;"16720.00";"20%";"3344.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0150963464-0054";"0150963464-0054-1";"2026-03-20 18:09:49";"2026-04-19 20:00:00";"2026-04-19 20:00:00";"Отменён";;;"2026-03-25 20:44:51";"913.00";"RUB";"Сальник коробки передач CORTECO 12012768B";;;"1384671161";"12012768B=CRT";"913.00";"RUB";"669.00";"RUB";"1";;;;"1141.00";"20%";"228.00";"Системная виртуальная скидка селлера Россия (RUB)";
"67066892-0117";"67066892-0117-1";"2026-03-20 20:28:09";"2026-03-20 15:00:00";"2026-03-26 17:59:00";"Доставлен";"2026-03-30 15:20:16";"2026-03-24 10:03:09";;"570.00";"RUB";"GENERAL MOTORS 1719245 Клипса крепежная, 1 шт.";;;"599182996";"1719245=GMC[1]";"190.00";"RUB";"147.62";"RUB";"3";;;;"190.00";"0%";"0.00";;
"36647980-0083";"36647980-0083-1";"2026-03-20 21:24:23";"2026-03-21 15:00:00";"2026-03-24 14:59:00";"Доставляется";;"2026-03-26 10:13:25";;"8641.00";"RUB";"Клапан вентиляции картера, с прокладкой 30947726 SWAG";;;"1755865379";"30947726=SWG";"8641.00";"RUB";"5025.00";"RUB";"1";;;;"10801.00";"20%";"2160.00";"Системная виртуальная скидка селлера Россия (RUB)";
"22621149-1455";"22621149-1455-1";"2026-03-21 02:42:33";"2026-03-21 07:00:00";"2026-03-25 14:59:00";"Доставлен";"2026-03-26 09:18:12";"2026-03-24 05:21:10";;"902.00";"RUB";"Подшипник SNR 6203EE";;;"1396704790";"6203EE=SNR";"902.00";"RUB";"602.66";"RUB";"1";;;;"1128.00";"20%";"226.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0140264472-0101";"0140264472-0101-1";"2026-03-21 04:45:09";"2026-03-21 15:00:00";"2026-03-24 16:59:00";"Отменён";;;"2026-03-21 05:36:03";"5216.00";"RUB";"KYB Амортизатор подвески 443098";;;"3181072742";"443098=KYB";"2608.00";"RUB";"1552.38";"RUB";"2";;;;"3260.00";"20%";"1304.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0235919291-0084";"0235919291-0084-1";"2026-03-21 05:13:35";"2026-04-18 20:00:00";"2026-04-18 20:00:00";"Ожидает сборки";;;;"1623.00";"RUB";"Датчик температуры охлаждающей жидкости 20936416 SWAG";;;"1754803365";"20936416=SWG";"1623.00";"RUB";"1067.00";"RUB";"1";"0.00";;;"2050.00";"21%";"427.00";"Системная виртуальная скидка селлера Россия (RUB)";
"41928885-0007";"41928885-0007-1";"2026-03-21 05:17:23";"2026-03-21 08:00:00";"2026-03-25 15:59:00";"Доставлен";"2026-03-30 09:44:36";"2026-03-24 07:04:03";;"1659.00";"RUB";"Антифриз (-35 C готовый к применению) 24196 FEBI";;;"653802838";"24196=FEB";"1659.00";"RUB";"1052.08";"RUB";"1";;;;"2074.00";"20%";"415.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0138985259-0075";"0138985259-0075-1";"2026-03-21 06:00:35";"2026-03-21 09:00:00";"2026-03-24 17:59:00";"Доставлен";"2026-03-27 12:59:35";"2026-03-23 09:37:27";;"244.00";"RUB";"Кольцо Глушителя Opl AStra F/G/Kadett D/E/Vectra A 1.0-2.0 -98/Cit Ax/Zx/Pgt 309 AS200764 ASLYX";;;"2963851908";"AS200764=ASL";"244.00";"RUB";"184.59";"RUB";"1";;;;"305.00";"20%";"61.00";"Системная виртуальная скидка селлера Россия (RUB)";
"06858467-0127";"06858467-0127-1";"2026-03-21 06:52:45";"2026-03-21 08:00:00";"2026-03-25 15:59:00";"Доставлен";"2026-03-30 15:24:00";"2026-03-24 07:04:07";;"6948.00";"RUB";"ATE 13.0460-2749.2 Комплект дисковых тормозных колодок";;;"3151814597";"13046027492=ATE";"6948.00";"RUB";"3885.93";"RUB";"1";;;;"8776.00";"21%";"1828.00";"Системная виртуальная скидка селлера Россия (RUB)";
"38229200-0037";"38229200-0037-2";"2026-03-21 08:04:53";"2026-03-21 09:00:00";"2026-03-26 16:59:00";"Доставляется";;"2026-03-27 07:57:14";;"2579.00";"RUB";"Антифриз SINTEC 614503";"красный";;"2899882733";"614503=SNC";"2579.00";"RUB";"1568.57";"RUB";"1";;;;"3224.00";"20%";"645.00";"Системная виртуальная скидка селлера Россия (RUB)";
"32702316-0028";"32702316-0028-1";"2026-03-21 09:06:30";"2026-03-21 15:00:00";"2026-03-23 17:59:00";"Ожидает в ПВЗ";;"2026-03-23 09:49:00";;"13750.00";"RUB";"03048N0 Mahle Колец поршневых комплект (81,01мм (STD) 2,5-2-3) VAG";;;"653830424";"03048N0=MHL";"2750.00";"RUB";"1651.43";"RUB";"5";;;;"4135.00";"33%";"6925.00";"Системная виртуальная скидка селлера Россия (RUB)";
"46160988-0023";"46160988-0023-1";"2026-03-21 09:21:27";"2026-03-21 15:00:00";"2026-03-26 17:59:00";"Доставлен";"2026-03-27 17:34:27";"2026-03-24 10:04:02";;"1795.00";"RUB";"NAKAYAMA GS851NY - Амортизатор капота";"черный";;"3584953222";"GS851NY=NKM";"1795.00";"RUB";"1083.81";"RUB";"1";;"46160988-0023-3";;"2170.00";"17%";"375.00";"Системная виртуальная скидка селлера Россия (RUB)";
"46160988-0023";"46160988-0023-3";"2026-03-21 09:21:27";"2026-03-21 15:00:00";"2026-03-26 17:59:00";"Доставлен";"2026-03-27 17:34:27";"2026-03-24 10:04:06";;"1795.00";"RUB";"NAKAYAMA GS851NY - Амортизатор капота";"черный";;"3584953222";"GS851NY=NKM";"1795.00";"RUB";"1083.81";"RUB";"1";;"46160988-0023-1";;"2170.00";"17%";"375.00";"Системная виртуальная скидка селлера Россия (RUB)";
"14717937-0369";"14717937-0369-1";"2026-03-21 09:38:01";"2026-03-21 05:00:00";"2026-03-25 12:59:00";"Отменён";;;"2026-03-21 09:56:32";"2552.00";"RUB";"HICAPL44649R10 Подшипник ступицы колеса зад прав/лев E3A IN (HI-CAPL44649R/10 Koyo)";;;"653786553";"HICAPL44649R10=KOY";"1276.00";"RUB";"741.72";"RUB";"2";;;;"1595.00";"20%";"638.00";"Системная виртуальная скидка селлера Россия (RUB)";
"0115587760-0269";"0115587760-0269-1";"2026-03-21 09:38:01";"2026-03-21 09:00:00";"2026-03-24 17:59:00";"Доставлен";"2026-03-27 06:45:03";"2026-03-23 09:29:27";;"6234.00";"RUB";"Опора Двигателя Bmw X3 E83 2.0D R AS203110 ASLYX";;;"2967811179";"AS203110=ASL";"6234.00";"RUB";"3601.90";"RUB";"1";;;;"7792.00";"20%";"1558.00";"Системная виртуальная скидка селлера Россия (RUB)";
